score,axis,metric,score_fairness_gap,ml_fairness_gap,improvement,pct_improvement
news2,race_cat,eod,0.1383601401606302,0.08338987775695206,0.05497026240367814,39.72984006799937
news2,race_cat,ppg,0.029382618649488046,0.02772632026481217,0.001656298384675875,5.637000583352478
news2,race_cat,cal_gap,0.024566361225288973,0.020280786335608616,0.0042855748896803575,17.44489080160852
news2,race_cat,auroc_gap,0.027179575739589845,0.021871531727044813,0.005308044012545032,19.529532261290306
news2,race_cat,ece_gap,0.01623319699468482,0.018001534400939267,-0.0017683374062544485,-10.893340398896466
news2,sex,eod,0.02938072993119778,0.03744543109144988,-0.008064701160252097,-27.44894758958536
news2,sex,ppg,0.0008622180917401967,0.0016760139175232835,-0.0008137958257830868,-94.38398864266694
news2,sex,cal_gap,0.0038790553306412776,0.001744435571205139,0.0021346197594361385,55.02937126404039
news2,sex,auroc_gap,0.007747299866211699,0.004330988513732592,0.0034163113524791067,44.096800323667175
news2,sex,ece_gap,0.00018799937329116285,0.00973349647353236,-0.009545497100241197,-5077.409000431969
news2,age_group,eod,0.17325204806257233,0.5236077209800141,-0.35035567291744174,-202.2231060673557
news2,age_group,ppg,0.13386726552851147,0.0661905506737389,0.06767671485477257,50.55508871984733
news2,age_group,cal_gap,0.08305658296452322,0.024691490269825117,0.0583650926946981,70.27148314014816
news2,age_group,auroc_gap,0.11383009297244051,0.1017518021986501,0.012078290773790412,10.61080638554402
news2,age_group,ece_gap,0.042245528529874704,0.1669686565274163,-0.1247231279975416,-295.2339154884554
news2,diag_type,eod,0.06404359503463808,0.09573272186729526,-0.03168912683265718,-49.480555886217914
news2,diag_type,ppg,0.03456228262640006,0.030676629742416472,0.003885652883983584,11.242466031498646
news2,diag_type,cal_gap,0.021555089669692173,0.011213806370366407,0.010341283299325765,47.976062534623864
news2,diag_type,auroc_gap,0.05834227589657959,0.033934389247053165,0.024407886649526422,41.83567794440013
news2,diag_type,ece_gap,0.01431048177537894,0.02924131987507908,-0.01493083809970014,-104.33497861258954
