score,axis1,group1,axis2,group2,subgroup,auroc,auprc,brier,cal_slope,cal_intercept,n,prevalence,auroc_ci_lo,auroc_ci_hi
qsofa,sex,Male,diag_type,Cardiac,Male x Cardiac,0.7261105428199686,0.13427342995301256,0.06072608621984298,0.8775830555338089,-0.00025869304962011785,11838,0.06833924649434026,0.7092299640976155,0.7415743870968046
qsofa,sex,Male,diag_type,Medical,Male x Medical,0.7299356650536871,0.1685600627731319,0.07529808304389721,1.067843436684755,-0.0005644731376297368,32972,0.08783209996360548,0.7224770547047845,0.7373827176880533
qsofa,sex,Male,diag_type,Surgical,Male x Surgical,0.694443444632409,0.12034482944195107,0.06029149235771632,0.7939978836369769,0.003216082545312776,2835,0.06666666666666667,0.662188442201742,0.7288223018983193
qsofa,sex,Female,diag_type,Cardiac,Female x Cardiac,0.6990078167768169,0.13967440987937293,0.06968033088763394,0.8952193600416358,0.005499252008621988,7927,0.07897060678693074,0.6828540606737858,0.7177908955194319
qsofa,sex,Female,diag_type,Medical,Female x Medical,0.7101729645922693,0.16051374208664676,0.07554784532127969,1.015156271233188,-0.0007977613880159051,29609,0.08743962984227768,0.7009635804549604,0.7196203598495842
qsofa,sex,Female,diag_type,Surgical,Female x Surgical,0.7135817323284082,0.13702365447627612,0.06547456534042444,0.8982837866695006,0.0018938377913606114,2121,0.07402168788307402,0.6766837275846479,0.753688596278949
qsofa,age_group,60-69,diag_type,Cardiac,60-69 x Cardiac,0.7193967129084924,0.13592853079979317,0.06350977348031449,0.8881505060632384,0.000803044218961102,5135,0.07166504381694255,0.6950371398860373,0.7412688449671596
qsofa,age_group,60-69,diag_type,Medical,60-69 x Medical,0.7286533174905337,0.17497560262659104,0.07642680821356954,1.1098828291277412,-0.002867799881330499,13744,0.08963911525029103,0.716457725567088,0.7416844679883723
qsofa,age_group,60-69,diag_type,Surgical,60-69 x Surgical,0.6705910258487029,0.10814885797113247,0.0617250409200344,0.6539508885830628,0.014624720747343015,1173,0.06734867860187553,0.6149828370282916,0.7234610089528519
qsofa,age_group,70-79,diag_type,Cardiac,70-79 x Cardiac,0.7007108722079676,0.15318382224051147,0.07631026945592788,0.96473549489065,0.00807700475689331,4964,0.08763094278807414,0.6791019134169213,0.7227104962000265
qsofa,age_group,70-79,diag_type,Medical,70-79 x Medical,0.710448769924058,0.19900305840433435,0.09403014203386265,1.2202795700165983,0.00627268010742868,13327,0.11210324904329556,0.6967898295710627,0.7221091676205659
qsofa,age_group,70-79,diag_type,Surgical,70-79 x Surgical,0.6632212536322125,0.10463336976360314,0.06076181023811288,0.6057682835481966,0.016555522413068346,1172,0.06569965870307168,0.6109610942820896,0.7154848464164322
qsofa,age_group,18-29,diag_type,Cardiac,18-29 x Cardiac,0.7089191317062197,0.05969342530098219,0.032886602297631,0.4213587247871224,-0.0010432988962303935,540,0.03148148148148148,0.6082128308538521,0.8232944681593538
qsofa,age_group,18-29,diag_type,Medical,18-29 x Medical,0.7722447540116382,0.07243502299500329,0.02979135705971098,0.48970914708556956,-0.008196031682020953,3817,0.02803248624574273,0.7323016449658953,0.8117561214706172
qsofa,age_group,18-29,diag_type,Surgical,18-29 x Surgical,0.7691771269177127,0.09399907426223215,0.03573784593748174,0.6494517828772123,-0.012440737625815282,248,0.036290322580645164,0.6196624599358974,0.9080687359693637
qsofa,age_group,80+,diag_type,Cardiac,80+ x Cardiac,0.6993583471656512,0.1879731346610913,0.09050143198340738,1.1667696658828564,0.006334190291546166,3170,0.10694006309148266,0.671592248531101,0.7267839878938239
qsofa,age_group,80+,diag_type,Medical,80+ x Medical,0.669668009811919,0.21246359559188316,0.11799642007275156,1.1279709849521387,0.03274852245988928,10116,0.14155792803479636,0.6565061475651186,0.6825987062029996
qsofa,age_group,80+,diag_type,Surgical,80+ x Surgical,0.7533757367977866,0.2674614730889665,0.10899020341045897,1.8331344456237053,-0.024372148845923897,754,0.13527851458885942,0.7155181166299501,0.791141770418855
qsofa,age_group,50-59,diag_type,Cardiac,50-59 x Cardiac,0.7338298675056272,0.10378179643692265,0.04654938428331598,0.7025790746688141,-0.004873162672896808,3637,0.04976629089909266,0.7001327021902607,0.7637597369330699
qsofa,age_group,50-59,diag_type,Medical,50-59 x Medical,0.7368494161812726,0.13744765409413096,0.059896700495105454,0.8876444901505903,-0.004212643586892051,11339,0.0675544580650851,0.7217705676397106,0.7524823056645079
