score,axis,metric,score_fairness_gap,ml_fairness_gap,improvement,pct_improvement
apache2,race_cat,eod,0.12467518580464065,0.02394579161496424,0.10072939418967641,80.79345824879218
apache2,race_cat,ppg,0.03300736968369425,0.020258890573968277,0.012748479109725971,38.623129415924836
apache2,race_cat,cal_gap,0.029303755443036778,0.014617775628097244,0.014685979814939534,50.11637448137811
apache2,race_cat,auroc_gap,0.019429613143346125,0.046985057828544785,-0.02755544468519866,-141.8218905435866
apache2,sex,eod,0.03250357581367014,0.0018612913673434761,0.030642284446326662,94.27357968854409
apache2,sex,ppg,0.0007202420844766577,0.0033325693427276454,-0.0026123272582509877,-362.7012798272065
apache2,sex,cal_gap,0.004382022118631176,0.0016968114863602545,0.0026852106322709218,61.27788859974327
apache2,sex,auroc_gap,0.0027404786502440714,0.0040047271052491284,-0.001264248455005057,-46.13239570001617
apache2,age_group,eod,0.5823584929957886,0.16098233862257005,0.4213761543732185,72.35683164944686
apache2,age_group,ppg,0.07274208221039094,0.10100261150955384,-0.028260529299162895,-38.85031668109987
apache2,age_group,cal_gap,0.050613040340767156,0.05650579681878996,-0.005892756478022808,-11.642763284616167
apache2,age_group,auroc_gap,0.1452252641367816,0.09423868708437078,0.05098657705241083,35.10861374945664
apache2,diag_type,eod,0.05642549106703032,0.011633468016880255,0.044792023050150065,79.38260208837112
apache2,diag_type,ppg,0.037804140404248066,0.01954083253730364,0.018263307866944425,48.31033762876452
apache2,diag_type,cal_gap,0.023684651169567535,0.012406026288475211,0.011278624881092323,47.61997464241422
apache2,diag_type,auroc_gap,0.026793400324976013,0.01570628027008325,0.011087120054892763,41.38004105644508
news2,race_cat,eod,0.1383601401606302,0.02394579161496424,0.11441434854566596,82.69314299106361
news2,race_cat,ppg,0.029382618649488046,0.020258890573968277,0.009123728075519769,31.051446381817765
news2,race_cat,cal_gap,0.024566361225288973,0.014617775628097244,0.00994858559719173,40.49678137497428
news2,race_cat,auroc_gap,0.027179575739589845,0.046985057828544785,-0.01980548208895494,-72.86898912151237
news2,sex,eod,0.02938072993119778,0.0018612913673434761,0.027519438563854304,93.66492469144862
news2,sex,ppg,0.0008622180917401967,0.0033325693427276454,-0.0024703512509874487,-286.5111825711741
news2,sex,cal_gap,0.0038790553306412776,0.0016968114863602545,0.002182243844281023,56.25709504690821
news2,sex,auroc_gap,0.007747299866211699,0.0040047271052491284,0.0037425727609625703,48.3080921817039
news2,age_group,eod,0.17325204806257233,0.16098233862257005,0.012269709440002274,7.081999651496703
news2,age_group,ppg,0.13386726552851147,0.10100261150955384,0.032864654018957634,24.550179529855278
news2,age_group,cal_gap,0.08305658296452322,0.05650579681878996,0.02655078614573325,31.967106276301006
news2,age_group,auroc_gap,0.11383009297244051,0.09423868708437078,0.019591405888069735,17.211095393564356
news2,diag_type,eod,0.06404359503463808,0.011633468016880255,0.052410127017757824,81.83507966629875
news2,diag_type,ppg,0.03456228262640006,0.01954083253730364,0.015021450089096416,43.46197342192448
news2,diag_type,cal_gap,0.021555089669692173,0.012406026288475211,0.009149063381216961,42.44502584501482
news2,diag_type,auroc_gap,0.05834227589657959,0.01570628027008325,0.04263599562649634,73.07907511540176
