score,axis,metric,fair_vs_gt,fair_vs_score,rsb_gap,rsb_gap_ci_lo,rsb_gap_ci_hi
sofa,diag_type,ece_gap,0.012880338101140115,0.02400557631977618,0.011125238218636063,0.0015985337456465888,0.019869685323073965
qsofa,race_cat,eod,0.08462397414340794,0.10076527792340553,0.01614130377999759,0.000874106436071085,0.05257761457585048
qsofa,race_cat,ppg,0.025714519054178903,0.017337141270015288,0.008377377784163614,0.0006992241156365917,0.0398169330963389
qsofa,race_cat,cal_gap,0.024191572822900825,0.04623204999418332,0.022040477171282498,0.006603503121952493,0.054344410992874355
qsofa,race_cat,auroc_gap,0.020456149177869976,0.018833090881870795,0.0016230582959991802,0.0003814733491704359,0.032348785709567104
qsofa,race_cat,ece_gap,0.023624084075154844,0.034488964635084385,0.01086488055992954,0.000446203750962932,0.03874024877474217
qsofa,sex,eod,0.02251291361542107,0.048160093147066374,0.025647179531645303,0.00842939623591369,0.04101886799580458
qsofa,sex,ppg,0.0016343696839039024,0.01122912707911694,0.009594757395213038,0.0007380326838788448,0.01636372115175124
qsofa,sex,cal_gap,0.0031412610403435738,0.03824928523334819,0.035108024193004614,0.028412734453512823,0.04123665857897532
qsofa,sex,auroc_gap,0.006874071914737989,0.030435365388275293,0.023561293473537304,0.014239645228010587,0.033225969795198367
qsofa,sex,ece_gap,0.00583297150452719,0.03818242092209331,0.03234944941756612,0.025071351989968346,0.039347104875220036
qsofa,age_group,eod,0.7061815057615185,1.1261510313537197,0.41996952559220124,0.3539829555702881,0.45129355421609013
qsofa,age_group,ppg,0.03787623282525515,0.11297502025516626,0.0750987874299111,0.03996954771602033,0.1031513071924884
qsofa,age_group,cal_gap,0.024614250141519987,0.23581164549252157,0.21119739535100157,0.18725535160829293,0.23001391609070115
qsofa,age_group,auroc_gap,0.09998862864710234,0.09210575897948292,0.007882869667619419,0.000878829982033494,0.03850593989029049
qsofa,age_group,ece_gap,0.23848843638045383,0.21978416643062232,0.018704269949831515,0.003205656565122404,0.036849648935549
qsofa,diag_type,eod,0.06547308932111001,0.05961319051875147,0.005859898802358543,0.0004694874574078051,0.040741747101123785
qsofa,diag_type,ppg,0.03718384300947156,0.027187813891015433,0.009996029118456123,0.0005811133249962686,0.030412523473311494
qsofa,diag_type,cal_gap,0.01536459819950386,0.02452401700805451,0.00915941880855065,0.003546811878885749,0.024882150206510044
qsofa,diag_type,auroc_gap,0.0327778995436796,0.014974279340102203,0.017803620203577397,0.0009500654608820799,0.04420650365959089
qsofa,diag_type,ece_gap,0.012880338101140115,0.00549266642314411,0.007387671677996005,0.0004898617214938506,0.01577510875970893
apache2,race_cat,eod,0.08462397414340794,0.11638483678407793,0.03176086264066999,0.0012125046472784568,0.07413504334147367
apache2,race_cat,ppg,0.025714519054178903,0.03738359641763478,0.011669077363455876,0.0010369906167872422,0.041162665439006804
apache2,race_cat,cal_gap,0.024191572822900825,0.05551142788028394,0.03131985505738311,0.011106589208094615,0.05668088152495644
apache2,race_cat,auroc_gap,0.020456149177869976,0.03843249885517641,0.017976349677306436,0.0008102748616300503,0.04029811807388239
apache2,race_cat,ece_gap,0.023624084075154844,0.04763213191659443,0.02400804784143959,0.0013892718962608252,0.05076451481861349
apache2,sex,eod,0.02251291361542107,0.01306196613033836,0.009450947485082711,0.000636086932795623,0.022951185142460168
