seed,model,overall_auroc,age_auroc_gap,age_18-29,age_30-39,age_40-49,age_50-59,age_60-69,age_70-79,age_80+
456,FAFT,0.8845313099054012,0.08998939092679226,0.9295869369308782,0.9218335825584624,0.8990845156022412,0.8987546321124054,0.8795632668765476,0.8650531335477442,0.839597546004086
