seed,model,overall_auroc,age_auroc_gap,age_18-29,age_30-39,age_40-49,age_50-59,age_60-69,age_70-79,age_80+
123,GA-FAFT,0.8821346976113218,0.09505728454786089,0.9321425208818112,0.9239884463451581,0.8985268880191792,0.8967297761314956,0.8779670021657942,0.8647925587960871,0.8370852363339503
