seed,model,overall_auroc,age_auroc_gap,age_18-29,age_30-39,age_40-49,age_50-59,age_60-69,age_70-79,age_80+
456,GA-FAFT,0.8799326474364453,0.08988642485480236,0.921985755982084,0.9224667929840286,0.8997389726055149,0.8931916017521396,0.8746351780474411,0.8624060367445523,0.8325803681292262
