seed,model,overall_auroc,age_auroc_gap,age_18-29,age_30-39,age_40-49,age_50-59,age_60-69,age_70-79,age_80+
456,GRU,0.8799837331329012,0.10001393975871553,0.9295247286373357,0.9263196348811269,0.897900243721711,0.8909939573397802,0.8739181199384717,0.8593312689530653,0.8295107888786202
