seed,model,overall_auroc,age_auroc_gap,age_18-29,age_30-39,age_40-49,age_50-59,age_60-69,age_70-79,age_80+
123,GRU,0.8808064935704877,0.10347724249359846,0.9339532866154653,0.923243206382761,0.8989049347980901,0.8933422170202419,0.8749948254791752,0.8601171624040634,0.8304760441218668
