seed,model,overall_auroc,age_auroc_gap,age_18-29,age_30-39,age_40-49,age_50-59,age_60-69,age_70-79,age_80+
123,FAFT,0.8842861666377083,0.09354383603690397,0.9315944153765452,0.927133066735508,0.8999168365759744,0.8983211400088571,0.8773823177814172,0.8652923625868684,0.8380505793396412
