score,axis1,group1,axis2,group2,subgroup,auroc,auprc,brier,cal_slope,cal_intercept,n,prevalence,auroc_ci_lo,auroc_ci_hi
news2,race_cat,White,sex,Female,White x Female,0.7679601648351648,0.2532952369018566,0.08152946677550423,1.0549911131660725,-0.0022887915430857414,404,0.09900990099009901,0.6859934484865545,0.8402838258439673
news2,race_cat,White,sex,Male,White x Male,0.7333451704545455,0.29641419916253775,0.07840982966489458,0.9733490702338299,0.00624221168514702,567,0.09700176366843033,0.6670044568721518,0.7968343169463381
news2,race_cat,White,age_group,70-79,White x 70-79,0.717687074829932,0.3445864494323055,0.09005661363486356,1.4623453490290501,-0.028576024306101844,238,0.11764705882352941,0.6143947519872236,0.8200452921201314
news2,race_cat,White,age_group,60-69,White x 60-69,0.6836032388663967,0.14448183991715835,0.05965324952021852,0.6072491373529948,0.008571981593596789,203,0.06403940886699508,0.5338495600392571,0.8188131476683937
news2,race_cat,White,age_group,50-59,White x 50-59,0.8423005565862709,0.3615916247495195,0.056898119154653974,0.7361277553299806,-0.004300803868157968,158,0.06962025316455696,0.7461968482287853,0.9286651785714285
news2,race_cat,White,age_group,80+,White x 80+,0.7568335380835381,0.38649527299346165,0.13426900973373274,1.757885018633996,0.015120659824070376,213,0.17370892018779344,0.6655688881215469,0.8351117211440245
news2,race_cat,White,diag_type,Medical,White x Medical,0.7481628038439796,0.2700668801552396,0.08576072823579645,1.0725463360413454,0.006201858456889614,819,0.10622710622710622,0.6953824846784104,0.802770460054336
news2,race_cat,White,diag_type,Cardiac,White x Cardiac,0.7112068965517241,0.13888165286204124,0.05463168967482546,0.46435112522752764,0.007352902256112251,123,0.056910569105691054,0.5324805501528203,0.8624195075757576
news2,sex,Female,age_group,70-79,Female x 70-79,0.7391585760517799,0.32685694376018076,0.09851785588628499,1.4491602461337616,-0.028021851592980707,118,0.1271186440677966,0.564994822642311,0.8802930402930402
news2,sex,Female,age_group,60-69,Female x 60-69,0.6381249999999999,0.1292980457042957,0.07465255706636315,0.2265150925655762,0.05471094421887555,108,0.07407407407407407,0.4307391826923077,0.8320032419622455
news2,sex,Female,age_group,80+,Female x 80+,0.7691815856777493,0.3482991090663852,0.12057487740957709,1.4293946201856553,0.010950672330236805,109,0.1559633027522936,0.6528191489361702,0.8608809523809523
